Opportunity Name,Actual Ship Date,Product Family,Quantity,Site Street,Site City,Site State,Site Zip/Postal Code,Site Country,Industry
Port of Oshawa - Cement distribution facility,,Operator,2,1425 Farewell Street,Oshawa,ON,L1H6N8,Canada,Sea Port
Weston Bakeries Mississauga,,Delta,2,1425 The Queensway,Etobicoke,ON,M8Z 1T3,Canada,Commercial/Industrial
Weston Bakeries Mississauga,,Operator,2,1425 The Queensway,Etobicoke,ON,M8Z 1T3,Canada,Commercial/Industrial
Weston Bakeries Mississauga,,Heras Hardware,1,1425 The Queensway,Etobicoke,ON,M8Z 1T3,Canada,Commercial/Industrial
Fairfax Govt - Mclean Police,5/8/2014,PDXT,1,1437 Balls Hill Road,McLean,VA,22101,USA,Police
Fairfax Govt - Mclean Police,5/8/2014,PDXT,1,1437 Balls Hill Road,McLean,VA,22101,USA,Police
Green Storage - ON 145 Eastern Exit,4/14/2020,Heras Hardware,1,145 Eastern Ave,ON,ON,,Canada,Storage Facility
Green Storage - ON 145 Eastern Exit,4/14/2020,Heras Hardware,1,145 Eastern Ave,ON,ON,,Canada,Storage Facility
Green Storage - ON 145 Eastern Exit,4/14/2020,Delta,1,145 Eastern Ave,ON,ON,,Canada,Storage Facility
Green Storage - ON 145 Eastern Exit,4/14/2020,Operator,1,145 Eastern Ave,ON,ON,,Canada,Storage Facility
Green Storage - ON 145 Eastern Exit,4/14/2020,Heras Hardware,1,145 Eastern Ave,ON,ON,,Canada,Storage Facility
Collins Bay Institution,5/10/2017,PDTT,1,1455 Bath Rd,Kingston,ON,K7M 4Y2,Canada,Prison/Jail
Secondary Sally Port Replacement,,PDTT,1,"1455 Bath Road,",Kingston,ON,K7L 4V9,Canada,Prison/Jail
Q9 - Kamloops (2011),,PDXT,2,1460 Bunker Rd,Kamloops,BC,V2C 6K7,Canada,Data Center
"FedEx Freight - Waite Park, MN",,FSXT,2,14839 Lake Dr NE,Waite Park,MN,56301,USA,Trucking
"FedEx Freight - Waite Park, MN",,FSXT,1,14839 Lake Dr NE,Waite Park,MN,56301,USA,Trucking
Zoom - Brampton 2016 FSXT,10/14/2016,FSXT,1,150 Clark Street,Brampton,ON,L6T 4Y8,Canada,Storage Facility
Green Storage - North York,4/13/2017,FSXT,1,150 Signet Drive,North York,ON,M9L 1T9,Canada,Storage Facility
CWS Logistics - UGate,,,4,"1500 Clarence Ave,","Winnipeg,",MB,R3T 1T6,Canada,Trucking
Tukwila Police Staff Gates,4/22/2020,Fold Hardware,1,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Operator Parts,6,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Heras Hardware,3,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,FSXT,1,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Heras Hardware,1,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,,2,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Alpha,1,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Alpha,2,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Operator,3,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Fold Hardware,2,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Heras Hardware,3,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,FSXT,1,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
Tukwila Police Staff Gates,4/22/2020,Fold Hardware,2,15001 Tukwila International Blvd,Tukwila,WA,98188,USA,Courthouse
1504 Villa Amalfi,,FSXT,1,1504 Lockwood Ridge Rd,Sarasota,FL,34234,USA,Commercial/Industrial
TransForce Pointe-Claire,3/9/2018,FSXT,2,151 avenue Reverchon,Pointe-Claire,QC,H9P 1K1,Canada,Trucking
"FedEx Freight - Surrey, BC",,PDXT,2,"15110 54a Ave #101,",Surrey,BC,V3S 5X7,Canada,Trucking
Epcor Clover Bar,11/10/2017,Operator Parts,2,1515 - 130th Ave.,EdmONon,AB,T5J 3B1,Canada,Power Utility & Substation
Epcor Clover Bar,11/10/2017,Heras Hardware,1,1515 - 130th Ave.,EdmONon,AB,T5J 3B1,Canada,Power Utility & Substation
Epcor Clover Bar,11/10/2017,Heras Hardware,1,1515 - 130th Ave.,EdmONon,AB,T5J 3B1,Canada,Power Utility & Substation
Epcor Clover Bar,11/10/2017,Alpha,1,1515 - 130th Ave.,EdmONon,AB,T5J 3B1,Canada,Power Utility & Substation
Epcor Clover Bar,11/10/2017,Operator,1,1515 - 130th Ave.,EdmONon,AB,T5J 3B1,Canada,Power Utility & Substation
Malach USA (2011),,PDXT,1,1515 7th Street SE,Valley City,ND,58072,USA,Commercial/Industrial
"P.S - Port Coquit, 1522 Broadway St.",,Delta,1,1522 Broadway St,Port Coquitlam,BC,V3C 2M8,Canada,Storage Facility
Exxon Mobile Research Center (2013),,Alpha,2,1545 Route 22 East P.O. Box 971,Clinton,NJ,12962,USA,Commercial/Industrial
GOTransit Hamilton - Coreslab,,PDXT,2,155 Coreslab Drive,Hamilton,ON,L9H 0B2,Canada,Public Transportation
GOTransit Hamilton - Coreslab,,Pedestrian Gate,1,155 Coreslab Drive,Hamilton,ON,L9H 0B2,Canada,Public Transportation
AYA Kitchens Gates,12/19/2018,,2,1550 Caterpillar Rd,Mississauga,ON,L4X 2W9,Canada,Commercial/Industrial
AYA Kitchens Gates,12/19/2018,,1,1550 Caterpillar Rd,Mississauga,ON,L4X 2W9,Canada,Commercial/Industrial
AYA Kitchens Gates,12/19/2018,,63,1550 Caterpillar Rd,Mississauga,ON,L4X 2W9,Canada,Commercial/Industrial
AYA Kitchens Gates,12/19/2018,,1,1550 Caterpillar Rd,Mississauga,ON,L4X 2W9,Canada,Commercial/Industrial
AYA Kitchens Gates,12/19/2018,Alpha,1,1550 Caterpillar Rd,Mississauga,ON,L4X 2W9,Canada,Commercial/Industrial
AYA Kitchens Gates,12/19/2018,Alpha,1,1550 Caterpillar Rd,Mississauga,ON,L4X 2W9,Canada,Commercial/Industrial
"FedEx Freight - Abington, MA",,PDXT,2,1555 Bedford St,Abington,MA,2351,USA,Trucking
Doug Yaromy - 115172,5/9/2019,Single Wire Welded Wire,10,1564 Wolsley Ave W,Winnipeg,MB,,Canada,Landscape (Fencing)
Doug Yaromy - 115172,5/9/2019,Fence Hardware,18,1564 Wolsley Ave W,Winnipeg,MB,,Canada,Landscape (Fencing)
Doug Yaromy - 115172,5/9/2019,Fence Hardware,24,1564 Wolsley Ave W,Winnipeg,MB,,Canada,Landscape (Fencing)
MNR - Thunder Bay Alpha Gate,,Pedestrian Gate,1,1580 W Arthur St,Thunder Bay,ON,P7K 1E8,Canada,Government Facilities
MNR - Thunder Bay Alpha Gate,,Alpha,1,1580 W Arthur St,Thunder Bay,ON,P7K 1E8,Canada,Government Facilities
MNR Thunder Bay - Alpha Gates and Ped Gate,8/31/2017,Alpha,1,1580 W Arthur St,Thunder Bay,ON,P7K 1E8,Canada,Government Facilities
MNR Thunder Bay - Alpha Gates and Ped Gate,8/31/2017,Alpha,1,1580 W Arthur St,Thunder Bay,ON,P7K 1E8,Canada,Government Facilities
MNR Thunder Bay - Alpha Gates and Ped Gate,8/31/2017,Operator,2,1580 W Arthur St,Thunder Bay,ON,P7K 1E8,Canada,Government Facilities
MNR Thunder Bay - Alpha Gates and Ped Gate,8/31/2017,Pedestrian Gate,1,1580 W Arthur St,Thunder Bay,ON,P7K 1E8,Canada,Government Facilities
Apple Storage - Aurora,,Alpha,1,16 Industrial Parkway S,Aurora,ON,L4G 0R4,Canada,Storage Facility
MB Hydro - Thompson,,Delta,1,16 Station Rd. PO Box 751,Thompson,MB,R8N 1N5,Canada,Water/Hydro Plant
Rampart - 119041,6/12/2019,Double Wire Welded Wire,2,160 poneida rd,West St Paul,MB,,Canada,Commercial/Industrial
ON Transit - Wilson Yard (2008),,PDXT,1,160 Transit Rd,North York,ON,M3H 6C3,Canada,Public Transportation
AZ 2,2/27/2020,Fold Hardware,1,1600 BEach Access Rd,Umatilla,OR,97882,United States,Data Center
AZ 2,2/27/2020,Operator Parts,6,1600 BEach Access Rd,Umatilla,OR,97882,United States,Data Center
AZ 2,2/27/2020,Operator Parts,3,1600 BEach Access Rd,Umatilla,OR,97882,United States,Data Center
AZ 2,2/27/2020,Fold Hardware,3,1600 BEach Access Rd,Umatilla,OR,97882,United States,Data Center
AZ 2,2/27/2020,FSXT,3,1600 BEach Access Rd,Umatilla,OR,97882,United States,Data Center
AZ 2,2/27/2020,Fold Hardware,3,1600 BEach Access Rd,Umatilla,OR,97882,United States,Data Center
Mustang Henderson,3/8/2019,Fold Hardware,1,1627 Athol Ave,Henderson,NV,89011,USA,Data Center
Mustang Henderson,3/8/2019,Fold Hardware,4,1627 Athol Ave,Henderson,NV,89011,USA,Data Center
Mustang Henderson,3/8/2019,FSXT,4,1627 Athol Ave,Henderson,NV,89011,USA,Data Center
Mustang Henderson,3/8/2019,Fold Hardware,4,1627 Athol Ave,Henderson,NV,89011,USA,Data Center
Grant Street Elementary,8/17/2018,UniFence,15,1637 Grant St,Port Townsend,WA,98368,USA,Landscape (Fencing)
Grant Street Elementary,8/17/2018,,2,1637 Grant St,Port Townsend,WA,98368,USA,Landscape (Fencing)
Grant Street Elementary,8/17/2018,Pedestrian Gate,2,1637 Grant St,Port Townsend,WA,98368,USA,Landscape (Fencing)
Canem Systems - EdmONon (2013),,Delta,1,16516 111th Avenue,EdmONon,AB,T5M 3V8,Canada,Commercial/Industrial
Google Data Center (2015),,PDXT,2,1669 Garrot Ave,Moncks,SC,29461,USA,Data Center
Rite-way - Fortis Alpha,12/1/2017,Heras Hardware,1,"16705 Fraser Hwy,",Surrey,BC,V4N 0E8,Canada,Power Utility & Substation
Rite-way - Fortis Alpha,12/1/2017,Heras Hardware,1,"16705 Fraser Hwy,",Surrey,BC,V4N 0E8,Canada,Power Utility & Substation
Rite-way - Fortis Alpha,12/1/2017,Heras Hardware,1,"16705 Fraser Hwy,",Surrey,BC,V4N 0E8,Canada,Power Utility & Substation
Rite-way - Fortis Alpha,12/1/2017,,1,"16705 Fraser Hwy,",Surrey,BC,V4N 0E8,Canada,Power Utility & Substation
Rite-way - Fortis Alpha,12/1/2017,,1,"16705 Fraser Hwy,",Surrey,BC,V4N 0E8,Canada,Power Utility & Substation
Rite-way - Fortis Alpha,12/1/2017,Alpha,1,"16705 Fraser Hwy,",Surrey,BC,V4N 0E8,Canada,Power Utility & Substation
Rite-way - Fortis Alpha,12/1/2017,Operator,1,"16705 Fraser Hwy,",Surrey,BC,V4N 0E8,Canada,Power Utility & Substation
WCE- Replacement 7m x 2m Delta,8/7/2018,Delta,1,16718 - 121 Avenue,EdmONon,AB,T5V 1P6,Canada,Commercial/Industrial
Williams Mine,,Delta,1,17 Hemlo Hwy,Marathon,ON,P0T 2E0,Canada,Commercial/Industrial
Williams Mine,,Delta,1,17 Hemlo Hwy,Marathon,ON,P0T 2E0,Canada,Commercial/Industrial
"P.S, ON, Hobson",,Delta,1,17 Hobson Ave,ON,ON,M4A 1Y3,Canada,Storage Facility
TFI OK,1/25/2019,Operator Parts,2,170 Werlich Drive,OK,ON,N1T 1N6,Canada,Trucking
TFI OK,1/25/2019,Access CONrol Accessories,1,170 Werlich Drive,OK,ON,N1T 1N6,Canada,Trucking
TFI OK,1/25/2019,Heras Hardware,2,170 Werlich Drive,OK,ON,N1T 1N6,Canada,Trucking
TFI OK,1/25/2019,Heras Hardware,1,170 Werlich Drive,OK,ON,N1T 1N6,Canada,Trucking
TFI OK,1/25/2019,Heras Hardware,1,170 Werlich Drive,OK,ON,N1T 1N6,Canada,Trucking
TFI OK,1/25/2019,Alpha,1,170 Werlich Drive,OK,ON,N1T 1N6,Canada,Trucking
TFI OK,1/25/2019,Operator,1,170 Werlich Drive,OK,ON,N1T 1N6,Canada,Trucking
San Jose Airport Project - Signature,,FSXT,1,1701 Airport Blvd,San Jose,CA,95110,USA,Aviation
San Jose Airport Project - Signature,,FSXT,1,1701 Airport Blvd,San Jose,CA,95110,USA,Aviation
San Jose Airport Project - Signature,,Operator,1,1701 Airport Blvd,San Jose,CA,95110,USA,Aviation
San Jose Airport Project - Signature,,Alpha,1,1701 Airport Blvd,San Jose,CA,95110,USA,Aviation
GoTransit - Richmond Hill (2013),10/4/2013,PDXT,1,1701 Bethesda Side Rd,Richmond Hill,ON,L4E 0G8,Canada,Public Transportation
Google - Midpoint,12/9/2019,Secure Welded Wire,300,1720 Rogers Avenue,San Jose,CA,95112,USA,Data Center
Google - Midpoint,12/9/2019,Secure Welded Wire,26,1720 Rogers Avenue,San Jose,CA,95112,USA,Data Center
"PS Mississauga, argentia rd FSXT",,FSXT,1,1740 Argentia Road,Mississauga,ON,L5N 3K3,Canada,Storage Facility
GOTransit - Union/Pearson Cityview Drive,,PDXT,1,175 Cityview Drive,ON,ON,M9W 5B1,Canada,Public Transportation
GOTransit - Union/Pearson Cityview Drive,,Pedestrian Gate,1,175 Cityview Drive,ON,ON,M9W 5B1,Canada,Public Transportation
East District Police Station,6/2/2017,FSXT,4,1750 Dugald Road,Winnipeg,MB,R2J 2X4,Canada,Police
P.S. Surrey (Cloverdale),,Delta,1,"17555 64 Ave,",Surrey,BC,V3S 1Z2,Canada,Storage Facility
Hallmark Poultry - FSXTs,7/20/2018,Fold Hardware,2,"1756 Pandora St,",Vancouver,BC,V5L 1M1,Canada,Commercial/Industrial
Hallmark Poultry - FSXTs,7/20/2018,Operator Parts,4,"1756 Pandora St,",Vancouver,BC,V5L 1M1,Canada,Commercial/Industrial
Hallmark Poultry - FSXTs,7/20/2018,FSXT,1,"1756 Pandora St,",Vancouver,BC,V5L 1M1,Canada,Commercial/Industrial
Hallmark Poultry - FSXTs,7/20/2018,FSXT,1,"1756 Pandora St,",Vancouver,BC,V5L 1M1,Canada,Commercial/Industrial
Hallmark Poultry - FSXTs,7/20/2018,Gate Hardware,2,"1756 Pandora St,",Vancouver,BC,V5L 1M1,Canada,Commercial/Industrial
Hallmark Poultry - FSXTs,7/20/2018,Fold Hardware,2,"1756 Pandora St,",Vancouver,BC,V5L 1M1,Canada,Commercial/Industrial
Quinte Operations Center,,Delta,1,177 North Murray Street,Quinte West,ON,K8V 6R8,Canada,Commercial/Industrial
Quinte Operations Center,,Operator,1,177 North Murray Street,Quinte West,ON,K8V 6R8,Canada,Commercial/Industrial
P.S 1775 Main Street,,Delta,1,1775 main st,North Vancouver,BC,V7J 3J1,Canada,Storage Facility
Green Storage Ajax,,Pedestrian Gate,1,180 Station Street,Ajax,ON,L1S 1R9,Canada,Storage Facility
Green Storage Ajax,,FSXT,1,180 Station Street,Ajax,ON,L1S 1R9,Canada,Storage Facility
Green Storage Ajax,,FSXT,1,180 Station Street,Ajax,ON,L1S 1R9,Canada,Storage Facility
Green Storage Ajax,,Delta,1,180 Station Street,Ajax,ON,L1S 1R9,Canada,Storage Facility
Green Storage Ajax,,Operator,1,180 Station Street,Ajax,ON,L1S 1R9,Canada,Storage Facility
Green Storage Ajax,,Heras Hardware,1,180 Station Street,Ajax,ON,L1S 1R9,Canada,Storage Facility
Spruce Meadows SwingSmarts,5/23/2018,Heras Hardware,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts,5/23/2018,,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts,5/23/2018,,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts,5/23/2018,,4,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts,5/23/2018,,8,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts,5/23/2018,,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts,5/23/2018,,4,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts,5/23/2018,,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts Part 2,8/6/2018,Heras Hardware,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts Part 2,8/6/2018,,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts Part 2,8/6/2018,,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts Part 2,8/6/2018,,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts Part 2,8/6/2018,,2,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows SwingSmarts Part 2,8/6/2018,,10,18011 Spruce Meadows Way SW,Calgary,AB,T2X 4B7,Canada,Commercial/Industrial
Spruce Meadows Phase 1,7/11/2018,Access CONrol Accessories,4,"18011 Spruce Meadows Way SW,","Calgary,",AB,T2J 5G5,Canada,Commercial/Industrial
Spruce Meadows Phase 1,7/11/2018,Delta,1,"18011 Spruce Meadows Way SW,","Calgary,",AB,T2J 5G5,Canada,Commercial/Industrial
Spruce Meadows Phase 1,7/11/2018,,4,"18011 Spruce Meadows Way SW,","Calgary,",AB,T2J 5G5,Canada,Commercial/Industrial
Spruce Meadows Phase 1,7/11/2018,,40,"18011 Spruce Meadows Way SW,","Calgary,",AB,T2J 5G5,Canada,Commercial/Industrial
Spruce Meadows Phase 1,7/11/2018,Access CONrol Accessories,2,"18011 Spruce Meadows Way SW,","Calgary,",AB,T2J 5G5,Canada,Commercial/Industrial
Spruce Meadows Phase 1,7/11/2018,Access CONrol Accessories,6,"18011 Spruce Meadows Way SW,","Calgary,",AB,T2J 5G5,Canada,Commercial/Industrial
Spruce Meadows Phase 1,7/11/2018,FSXT,3,"18011 Spruce Meadows Way SW,","Calgary,",AB,T2J 5G5,Canada,Commercial/Industrial
Hamilton County - Phase I,,PDTT,1,18106 CuMBerland Rd,Noblesville,IN,46060,USA,Criminal Justice
Hamilton County - Phase I,,PDTT,1,18106 CuMBerland Rd,Noblesville,IN,46060,USA,Criminal Justice
Hamilton County - Phase II,,PDTT,1,18106 CuMBerland Rd,Noblesville,IN,46060,USA,Criminal Justice
Hamilton County- Phase III,,PDTT,1,18106 CuMBerland Rd,Noblesville,IN,46060,USA,Criminal Justice
Go Transit - NewMarket,,PDXT,2,18110 Young St,Newmarket,ON,L3Y 8V1,Canada,Public Transportation
Victorville Airport - (2008),,PDXT,2,18374 Phantom St,Victorville,CA,92394,USA,Aviation
"FedEx Freight - Lafayette, LA",,PDXT,2,1840 W Willow St,Scott,LA,70583,USA,Trucking
EdmONon Remand Centre - SpeedGates,,PDTT,5,18415 127 St NW,EdmONon,AB,T6V 1B1,Canada,Prison/Jail
EdmONon Remand Centre - SpeedGates,,PDXT,2,18415 127 St NW,EdmONon,AB,T6V 1B1,Canada,Prison/Jail
Blue Marlin,1/3/2020,Operator Parts,4,18500 E 6th ave,Aurora,CO,80011,USA,Data Center
Blue Marlin,1/3/2020,Fold Hardware,1,18500 E 6th ave,Aurora,CO,80011,USA,Data Center
Blue Marlin,1/3/2020,Fold Hardware,2,18500 E 6th ave,Aurora,CO,80011,USA,Data Center
Blue Marlin,1/3/2020,,2,18500 E 6th ave,Aurora,CO,80011,USA,Data Center
Blue Marlin,1/3/2020,PDXT,2,18500 E 6th ave,Aurora,CO,80011,USA,Data Center
Blue Marlin,1/3/2020,Operator Parts,2,18500 E 6th ave,Aurora,CO,80011,USA,Data Center
Blue Marlin,1/3/2020,Fold Hardware,2,18500 E 6th ave,Aurora,CO,80011,USA,Data Center
Bison Transport - Brandon,,Alpha,2,1870 1st Street N.,Brandon,MB,R7C 1A9,Canada,Trucking
Canada Post - Winnipeg,,PDXT,3,1870 Wellington Ave,Winnipeg,MB,R4H1E8,Canada,Government Facilities
WEIR Minerals - Delta,1/19/2018,Operator Parts,2,"18933 34A Avenue, Campbell Heights North","Surrey,",BC,V3Z 1A7,Canada,Commercial/Industrial
WEIR Minerals - Delta,1/19/2018,Heras Hardware,1,"18933 34A Avenue, Campbell Heights North","Surrey,",BC,V3Z 1A7,Canada,Commercial/Industrial
WEIR Minerals - Delta,1/19/2018,Delta,1,"18933 34A Avenue, Campbell Heights North","Surrey,",BC,V3Z 1A7,Canada,Commercial/Industrial
WEIR Minerals - Delta,1/19/2018,Operator,1,"18933 34A Avenue, Campbell Heights North","Surrey,",BC,V3Z 1A7,Canada,Commercial/Industrial
WEIR Minerals - Delta,1/19/2018,Heras Hardware,1,"18933 34A Avenue, Campbell Heights North","Surrey,",BC,V3Z 1A7,Canada,Commercial/Industrial
"Blue Pine - Surrey, 1 Alpha",,Alpha,1,18960 34a Ave,Surrey,BC,V3Z 1A7,Canada,Commercial/Industrial
MB Hydro - 19 Henlow Bay,8/23/2016,Delta,1,19 Henlow Bay,Winnipeg,MB,R3Y 1G4,Canada,Water/Hydro Plant
MB Hydro - 19 Henlow Bay,8/23/2016,Operator,1,19 Henlow Bay,Winnipeg,MB,R3Y 1G4,Canada,Water/Hydro Plant
Dawson County - (2007),,PDTT,1,19 Tucker Ave.,Dawsonville,GA,30534,USA,Police
Dawson County - (2007),,PDTT,1,19 Tucker Ave.,Dawsonville,GA,30534,USA,Police
"Fedex Freight - Newburgh, NY",2/8/2019,Fold Hardware,3,191 Neeleytown Rd,MONgomery,NY,12549,USA,Trucking
"Fedex Freight - Newburgh, NY",2/8/2019,Fold Hardware,1,191 Neeleytown Rd,MONgomery,NY,12549,USA,Trucking
"Fedex Freight - Newburgh, NY",2/8/2019,FSXT,2,191 Neeleytown Rd,MONgomery,NY,12549,USA,Trucking
"Fedex Freight - Newburgh, NY",2/8/2019,FSXT,1,191 Neeleytown Rd,MONgomery,NY,12549,USA,Trucking
"Fedex Freight - Newburgh, NY",2/8/2019,FSXT,1,191 Neeleytown Rd,MONgomery,NY,12549,USA,Trucking
"Fedex Freight - Newburgh, NY",2/8/2019,Gate Hardware,4,191 Neeleytown Rd,MONgomery,NY,12549,USA,Trucking
TransX EdmONon (2008),,PDTT,2,19121 118A Avenue,EdmONon,AB,T5S 2J7,Canada,Trucking
Darcol - Winnipeg,,Alpha,1,1916 BROOKSIDE BLVD,WINNIPEG,MB,R0H 1E0,Canada,Commercial/Industrial
Zellstoff Celgar,,Alpha,3,1921 Arrow Lakes Road,Castlegar,BC,V1N 3H9,Canada,Commercial/Industrial
Safe Storage - ON,10/15/2018,Access CONrol Accessories,2,"1935 & 1937 Wilson Avenue,",ON,ON,M9M 1A9,Canada,Storage Facility
Safe Storage - ON,10/15/2018,,2,"1935 & 1937 Wilson Avenue,",ON,ON,M9M 1A9,Canada,Storage Facility
Safe Storage - ON,10/15/2018,Delta,1,"1935 & 1937 Wilson Avenue,",ON,ON,M9M 1A9,Canada,Storage Facility
Safe Storage - ON,10/15/2018,Delta,1,"1935 & 1937 Wilson Avenue,",ON,ON,M9M 1A9,Canada,Storage Facility
Cranbrook Airport Sliding Gate,9/8/2017,Alpha,1,1-9370 Airport Access Rd,Cranbrook,BC,V1C 7E4,Canada,Aviation
Cranbrook Airport Sliding Gate,9/8/2017,Operator,1,1-9370 Airport Access Rd,Cranbrook,BC,V1C 7E4,Canada,Aviation
Challenger - Abbotsford,,Delta,1,1938-Foy Street,Abbotsford,BC,V2T 6B1,Canada,Trucking
Challenger - Abbotsford,,Operator,1,1938-Foy Street,Abbotsford,BC,V2T 6B1,Canada,Trucking
Bramsteele Industrial Mall - Alphas,,Alpha,3,195 County Court Blvd. Suite 300,Brampton,ON,L6W 4P7,Canada,Commercial/Industrial
"FedEx Freight - Winnipeg, MB",,Alpha,1,1950 Sargent Ave,Winnipeg,MB,R3H 0Z7,Canada,Trucking
"FedEx Freight - Winnipeg, MB",,Operator,1,1950 Sargent Ave,Winnipeg,MB,R3H 0Z7,Canada,Trucking
Public Services Maintenance Facility-Fleet Main Gate,,FSXT,1,1990 W 500 Street,Salt Lake City,UT,84104,USA,Commercial/Industrial
FedEx Rochester NY,,PDXT,2,2 Boon Dr,Rochester,NY,14514,USA,Trucking
FedEx Rochester NY,,PDXT,2,2 Boon Dr,Rochester,NY,14514,USA,Trucking
Government Conference Centre - PDXTs,5/11/2018,PDXT,2,"2 Rideau St,",Ottawa,ON,K1N 8X5,Canada,Government Facilities
Aggasiz Youth Center - Portage La Prairie,,PDTT,1,2 River Rd,Portage la Prairie,MB,R3J 0E1,Canada,Prison/Jail
Public Works - East Yard,11/14/2016,Alpha,4,"2 Thomas Ave,",Winnipeg,MB,R2L,Canada,Criminal Justice
Van der Graaf,,Alpha,1,2 Van Der Graaf Court,Brampton,ON,L5T 5B6,Canada,Commercial/Industrial
Apple Self Storage - Fredericton,6/5/2017,Alpha,1,20 Acorn St,Fredericton,NB,,Canada,Storage Facility
Apple Self Storage - Fredericton,6/5/2017,Operator,1,20 Acorn St,Fredericton,NB,,Canada,Storage Facility
Quinte West - Bulk Water Station,8/9/2018,,1,20 Chester Road,Trenton,ON,K8V 6X4,Canada,WWTP
Quinte West - Bulk Water Station,8/9/2018,Delta,1,20 Chester Road,Trenton,ON,K8V 6X4,Canada,WWTP
Quinte West - Bulk Water Station,8/9/2018,,6,20 Chester Road,Trenton,ON,K8V 6X4,Canada,WWTP
Green Storage - Hamilton,3/16/2018,,1,200 Glendale Ave North.,Hamilton,ON,,Canada,Storage Facility
Green Storage - Hamilton,3/16/2018,Delta,1,200 Glendale Ave North.,Hamilton,ON,,Canada,Storage Facility
